,block_number,date_yyyymmdd,hash,in_leg_frm,in_leg_to,in_leg_value,in_leg_asset,in_leg_asset_amt
0,17816934,20230802,0x278f160a2feb86afecd3f52d494bef4aba312ac4ce46b90bc21146315f6a8541,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,50,stETH,50.0
1,17817075,20230802,0xeefe13319cf76323e2bcebf381d28e458eef94468a2609213ff0808bf78fe5cc,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,434,stETH,433.8575566994068
2,17817085,20230802,0x261936bc9db55e6239e0948312492833a61f8d76503bbd7ec2dc3d7facf99e4a,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,2,stETH,1.771722982739928
3,17817105,20230802,0x1181f4f1f858e49023bfc5d5ccc354ed0f7e7786bfc6eebc13476e7d0654e460,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,28,stETH,27.50446646650119
4,17817136,20230802,0xe0402d9f1b63d69ac4850a931e6856dc0eff8495a1da82fbbfec290fd61d75c1,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,28,stETH,28.133403736335648
5,17817161,20230802,0xc66e212a0c531328109b82c14665a70685ee9f9f0753d7cb14790f84908783fa,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,64,stETH,63.68360707032823
6,17817200,20230802,0x27817532519ae99da716f730fb1819d80f5651a725bc6cef462f37a63952c5ad,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,20,stETH,20.16214335772906
7,17817257,20230802,0x901c5428b5b43ecc79de71b6ef4644a03512393d40081a03154b182c85a325f7,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,501,stETH,500.61098605115205
8,17817308,20230802,0x7c1aa5926b9590946cf22f9cd51c8384cd2af18c8e882b26b37e836193d63f35,0x0000000000a84d1a9b0063a910315c7ffa9cd248,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,2,stETH,2.3581090483707903
9,17817310,20230802,0x873f4d4d84a6cb615095a07f2dbd2220449f8522529501c1c5c7b477bdfaa35d,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,520,stETH,519.6836396294215
10,17817328,20230802,0xa1e6738fc11e6f61a9f56b5488625d9708c609d8599c19bcc90c61b0971adc79,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,176,stETH,176.03764429540544
11,17817365,20230802,0x5194514ca4a466efd52aa88b965e5c6ae350b3a38ad05bb8d01565ffd71d51c0,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,4,stETH,3.8671442436487338
12,17817365,20230802,0xb68f0e101e7dc28c9d9dd647d6c52b8791c40f67365cc0a35e0efcc8c8de3bfa,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,4,stETH,4.09
13,17817375,20230802,0x1be8c2bef2a69dd1bdf44a7904759bc7ae60a06ded1231b133cf80b515886290,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,312,stETH,312.39583350187263
14,17817397,20230802,0x5697ff532e3b74186551708a0ac7d7aa37bf3b33bcbab1f350f1e5e0a96f8bf6,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,82,stETH,81.5
15,17817412,20230802,0x448e3c2ca5a6665e7888b42aab39ccb8b06162fc50265438367f4d7c7f88f894,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,44,stETH,44.49288662223402
16,17817498,20230802,0x4e9e152bd72560868b75d88cc7ad9aa7f4b170bdc93f13c16a69a883200d5d7f,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,504,stETH,503.68454594885173
17,17817515,20230802,0xc2bdad7fb530593fd0a8abdcf1bba4e1baba99796c24147fdf90ee02d1d860c4,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,0.8179
18,17817531,20230802,0xfc77952650f55287ad5acdbeee7c4e811c83d137b4133ebdb8ba64ca394de281,0xa7ad7f41def9126a8100a674e1645bf62e334d8f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,100,stETH,100.0
19,17817568,20230802,0x3b7f4c9236d2fbb57735fc2aa5d2aa421b69079a475822e49f058123b8946af1,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,5,stETH,5.243678749514274
20,17817584,20230802,0x775ee1ff7fb461be006fb8b5daa5cd1bfe82ea5301d7ed5994c6d5b8037b95e1,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,183,stETH,183.41257072187506
21,17817601,20230802,0xd4d4f605a0bea08ad85fb5f558130cfadbf7453031e14e0f8cc2def300ce83a3,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,4,stETH,3.562939723280513
22,17817604,20230802,0x36fdd27cd27c6f11d7aab7937c5aab2fd27f79e16ce211d6fb08647743408e2f,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,513,stETH,513.3420621906342
23,17817762,20230802,0x54275d177b22caac03b8e148abf978226459b2c0bc81c97ca29b2372dde19ec8,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,28,stETH,27.908980329353472
24,17817767,20230802,0x4d5aa1261bffe0308e7bbe5adb9b492a93c45e751bd3f7b3aefd42f44221b89b,0xd4675c824cdc38e09db2cac7b31a243f8e1e7fd2,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,stETH,2.945568760493135
25,17817804,20230802,0x33072034da1603317e5d4d63b533c5d3606893cd2105d1a4dfb5dbf7d57d5515,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,56,stETH,55.75834994559606
26,17817928,20230802,0x826e7aae283fa30152effd5e424b1ae554a4a967f0bf7a19805bccb7f261012c,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,108,stETH,108.0
27,17817961,20230802,0x22d7d7d852052972aa87f48c1b1df0c8919ab510b9908bf11e9c9994127d033e,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,7,stETH,6.522650835261773
28,17817983,20230802,0x80d04bc17fafdbbdc3412e32ac01391aa7d021a5e82b77dd643f0e1cc531f5dd,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,50,stETH,49.62533691614257
29,17817986,20230802,0xe0cdbf950ba63dce0258040a7e5c5888864b8648865a105df5e8ea258752f185,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,25,stETH,24.832872547971256
30,17817999,20230802,0x561f8493f19e32e221b796fee4ee5c4acc9dbe418614cdaf75a1a0413efdb66e,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,26,stETH,25.958302283039902
31,17817999,20230802,0x0e93d9940dab967de473b41e3f3235af8fffbe800d2ea321b830d18369ce8305,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,32,stETH,32.44787785379987
32,17817999,20230802,0xa0d3f0f78fe7c42cbcd9d20b191fe0baa4aaac001727ebed08c6730297811754,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,87,stETH,86.52767427679967
33,17818052,20230802,0xfc7d2475d21ac79fb1ebd36cf839e2d1fe79aa66e05c61b29dbdf9400bd13903,0xe4000004000bd8006e00720000d27d1fa000d43e,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,190,stETH,190.23841105114136
34,17818052,20230802,0x63ef61e4e44eef09ba0b8af2903da5f972f39783da81f6ac68745890aa3b0f5a,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,348,stETH,347.7410901461083
35,17818167,20230802,0xd35d0c5824a46cbf53ae2adc9d47b65146485cf0eded3ecd9938c930b318d07e,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,1.1107134127201594
36,17818220,20230802,0x7092c15a71f1b1935c66647edff0524d1182cfe16de6cf6ae6c7239cf520820b,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,20,stETH,20.415251844709452
37,17818320,20230802,0x680a112305059c08e44d6975d2ed3c210e40e18d208199795ecebd28df7e6048,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,0.9618232217701875
38,17818342,20230802,0xe574c9197e8be994dd4424dc5bac563e7f9a573973a78e43bd63e9cffb22fb72,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,62,stETH,61.969
39,17818405,20230802,0xc24332119afc7e986354bc09f151b0302edacb5ded4ebe17d7ac679b9988e5c6,0xc37fee6bc40aa524839cfcffdea1acf9a655c405,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,982,stETH,981.6788334472931
40,17818405,20230802,0x1860547c711b3030cdd638a70ed3520833976b56b3fc67493e2981ee1a35aee9,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,203,stETH,203.4643572757796
41,17818420,20230802,0xe2d67fd5a103fc8c6fbf75a9e89de887732ae767094736a3e1fe01c266bc3fab,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,104,stETH,103.57182747126036
42,17818424,20230802,0x51bce8fb07eafa41c0e2a834269be0d783fc48d981ea91c6883fa3170b5a7871,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,2,stETH,2.0
43,17818473,20230802,0x309ac13407949d77b0c731e07eba04df91454ef9a73dc3b24a412a3b5819930a,0xade1e3b40b58e51df923cfbffcfb3502a5b07d1a,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,0.7752450315552298
44,17818529,20230802,0x21c6e300688d775758ed51e733fc3b0b9b8113d2956136712b77ce7d805cebad,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,46,stETH,46.32408432372425
45,17818588,20230802,0x479fe9454040666a240c36c8d79d243010aefdf9f7fd3f6b8da7e6b9c7c482f8,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,147,stETH,147.44348554512382
46,17818592,20230802,0x86819b9822595b14fa324314746e0c77083768ab87ca93a7edea5edadfe80a9e,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,12,stETH,12.492791514210747
47,17818603,20230802,0xc63fe0366a4cef29ba5c8180eaa81e0075680bff809966912be8070bd9ab9552,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,7,stETH,7.497593680238458
48,17818649,20230802,0x3a3a6d6cad51913210116d9c89c35f6a5a31385bb4f74c6057acc93c14ac6d79,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,6,stETH,5.823292736361051
49,17818700,20230802,0xe6e76bc4c2d584dee46f569b434cb2dfedc54caef2d25b586040b9f220ee14f1,0x246cb73ff72381b54f18960efd6b30f62c58de4b,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,8,stETH,8.0
50,17818700,20230802,0xf977883b3dc1d89661c8b2085f0330bc2fc8614fd62da53dc207b095f63608c1,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,120,stETH,120.0
51,17818726,20230802,0x46c2cb9f107afd4af53fa2b1caf7c0404a6f1a19c50b0a012458770cb554728f,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,stETH,3.4952783485271937
52,17818771,20230802,0x553defa00051c1f97f7aa756a55c8cb428bd73975cf91263f1fc1b088e4cf274,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,26,stETH,26.349588328358042
53,17818823,20230802,0xe0bfc0c98cdc2c1c683251d72d664b192bb58cfb3b0629561eb181abc2aa5be6,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,21,stETH,20.53178443438306
54,17818840,20230802,0x12eda4fd1a08da49cf9b6c2d2631e59efbad43621b88434a3075ed14167415a8,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,189,stETH,189.0
55,17818961,20230802,0xdf6c6c332aeb5b8e846c7ace4ebe28220b713525d26be2ffb9ace0ab8b2dd9e5,0x19ea2e6f21bdfc894abf09fa179d59f6c0e0797b,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,93,stETH,92.9767
56,17819051,20230802,0xa0cad703f9043cd02baea285bd05917453e505ce991f37258876f4d7442f0b6d,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,200,stETH,200.0
57,17819069,20230802,0x588f2b34bd33b58a35a1e7a913ee259051dcba5e664737430ceb775cf56525fc,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,55,stETH,55.0
58,17819103,20230802,0x02251214d9dbf3c02ea52ca460543a0839b969b7cde81f1d29db17c3809b9fea,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,125,stETH,125.0
59,17819108,20230802,0x3d2ead551a5c62e4f9f9399e8613b9133bd4309445d9dcb133bd5c54351a6a09,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,50,stETH,50.0
60,17819125,20230802,0xca89f409d57088cb8affa5dee0f4870789b849490db6ae437a718df92e9e0452,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,75,stETH,75.0
61,17819131,20230802,0x12705db01a154bcdc3b307f8391d8afee2d861147585fa1b38b3297e0cdb7bfa,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,388,stETH,388.0261680968184
62,17819132,20230802,0x7aeaacfbd0c1beace8d523e3eb1fd127100fe168ace5902802674ef79f715354,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,50,stETH,50.0
63,17819136,20230802,0xb5700a0bee8e508db15f271b4e231e33c13c6c5b5abd23619e6d972f2f368f58,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,200,stETH,200.0
64,17819155,20230802,0x5a1874df461c89e2f9da835c7de67d746a2a5754b098ffaeeb6520ec3b083b5e,0xfd0000000100069ad1670066004306009b487ad7,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,stETH,2.8225984438765552
65,17819184,20230802,0xeb133e3444242a9c86b66a7f07bff51bdcd1ce562cf1fb1eb6f9b8f38dd0d818,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,125,stETH,125.0
66,17819206,20230802,0x94bc50594c10075fc59128320c91fce69491eb48a901965b1cedfe8ce77bdf30,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,100,stETH,100.0
67,17819213,20230802,0x531ce72db5d51e381d8c848609997e33c071c51db58709592ad859edc58f6276,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,125,stETH,125.0
68,17819219,20230802,0x9e6fd1e245a461a13be814aa2d4a4765bfaa46f1db27a797bfdaa7865850eec6,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,128,stETH,127.5
69,17819262,20230802,0xf703825d8f51dc190149384385a99f50095dafdcd3afcd1035607ff3bb93d9a0,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,4,stETH,4.4
70,17819313,20230802,0x540528217625dfe78d9f2e97d8d481f08412d5c40bde4087efcd66c086ca3a62,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,26,stETH,26.23
71,17819396,20230802,0x0f19a3038a79462a6b08e30b22feb1b221414a5c93880b349a30d9e39136f6e8,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,24,stETH,24.0
72,17819401,20230802,0x13fcc3941ba239714754f59296d3019357052f5d406cccf6bb2a319cdd0b9f02,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0,stETH,0.00453683922206
73,17819464,20230802,0xb2b1c6dd391f119b83eee2b4df04ed325d447452751071780bb9e2ec129f1b04,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,2,stETH,2.5
74,17819586,20230802,0x185ef14096918ee5e3226f04cbb0f2d784baab0f4514fe11f52ed06dad0747a2,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1551,stETH,1551.0944985180936
75,17819586,20230802,0x149cf7e94a4efdef35ca3167e873dcc4e5a6c7b486bf694577734f20b4ad30e2,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,11,stETH,11.265560718202066
76,17819718,20230802,0x74f279b9f389fb1687e2201750992729bd243c17eb97510b912f5f1a151e7394,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,22,stETH,21.576140778937962
77,17819729,20230802,0x06109faa3269dbc4172226170cbd5cd282fc32f7fbba90be05aee69aecef5cfd,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,17,stETH,17.085654323091102
78,17819729,20230802,0xd2a4d2dd8af84d9e30a6eee06717e7a6229fadf2b53e51964f767645eaa0953a,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,18,stETH,17.583209402444616
79,17819768,20230802,0x958b598686ff243b911fe30e677a82b6e758d8cdd9500cb9839e2000c2ed1b2a,0x271fbe8ab7f1fb262f81c77ea5303f03da9d3d6a,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,stETH,3.0
80,17819817,20230802,0xd3025e920326038d458beab3246d192342be7eb8ca95979e2db663331870da08,0xd1ba45a0d2370cc04b00e95fc820ff4014150260,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,343,stETH,343.2605518067114
81,17819876,20230802,0xd424a24bacdd00055b6bde4d509c1646d97e2e409b0e0bde3e782d77c8743f8d,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,39,stETH,38.88456520914402
82,17819881,20230802,0x675b0203f6b47677a7b47062eaff53be96c35a640788693910295948baddd10a,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,90,stETH,90.11156667538533
83,17820055,20230802,0xd6e1ecc142ecbc7152932f1a20c5fc2ffe9d7e145cc8e2b3ae699dc69aa639e1,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,32,stETH,32.0
84,17820118,20230802,0x2a8ecdd320ed64654d35484d3844c25193f4035c9d3ba4991e8065190c19c5b4,0xe3c8a4de3b8a484ff890a38d6d7b5d278d697fb7,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,0,stETH,0.29667304318799487
85,17820181,20230802,0xb393371040c7f9b35f6129b37e6baceaa58f5a64d31175c2cb4fd9ecc7f22ab8,0x07a9dfd4dc01c18dfe73fc25ba1cb4fd59c23313,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,1.0
86,17820183,20230802,0x9b1868c55f28eeaf0f17bf50f8292b77f60cb1e4724518baddb312d729554cff,0x00000000000747d525e898424e8774f7eb317d00,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,20,stETH,19.60084619663296
87,17820192,20230802,0x35c439d4c1706eaa89822d40f93da930fb7abda8cb1339c4ed806e0f89bb7ca5,0x07a9dfd4dc01c18dfe73fc25ba1cb4fd59c23313,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,15,stETH,14.723971628952194
88,17820219,20230802,0x0eab373bf428d991cd2cc045f38c17eed237396d82dabb0ce0b058a7d632fa45,0x00000000000747d525e898424e8774f7eb317d00,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,56,stETH,56.0024177046656
89,17820222,20230802,0xea2bd443cd75815623273954f75f46161ed85f824bd78ac50dafc2accd7e4cfa,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,22,stETH,21.81364891866157
90,17820248,20230802,0xd8f6de2279279d94faa12f8ee32366d6507581dc7bdc2a7899914c0934083715,0x981b21a2912a427f491f1e5b9bf9cca16fa794e1,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,17,stETH,17.08073739992301
91,17820248,20230802,0xd8f6de2279279d94faa12f8ee32366d6507581dc7bdc2a7899914c0934083715,0x981b21a2912a427f491f1e5b9bf9cca16fa794e1,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,7,stETH,6.510458605908949
92,17820263,20230802,0x49570b5e854e87790a113779b1cd79b4eca371fdfc16ec99f70c3cbaac479018,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,2,stETH,2.11892981483
93,17820302,20230802,0x37ceb753b91bcc588007382d76e66b80d748f5baecbd5d07b095c9152f1b5694,0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,137,stETH,136.97586872920908
94,17820403,20230802,0xc5216241c695e49e4bf5d45b6607073424c13f2ffceb9754cb5ea6db8d0778d4,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,115,stETH,115.0
95,17820492,20230802,0x91c8e94ae3f9e72170ed846e5d1d91604e601b8fdfec9f855f4559886b7de664,0x23ebcd701fd92867235aeb0174b7c444b9b2b3ad,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,1.4032789433679254
96,17820611,20230802,0xe000eed476775f4f230cdf557316c6d03efee0cb418a18a992d021fc0c9f66e8,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,100,stETH,100.0
97,17820788,20230802,0x1c2d619c5310f6cb2922a9c6754c278e38c342010281a8676c2417fd587618a7,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,10,stETH,10.245463952512836
98,17820883,20230802,0x944457119e1c514e50ef10e9f3d692085b749f94ee369855f8bc82a3134949c1,0x0000000000a84d1a9b0063a910315c7ffa9cd248,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,3,stETH,3.3041114081845753
99,17820931,20230802,0xb7105dd2e0a65cd94a958139afb311f8e2b80ce04ecc0f150ca56c5adc2706ef,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,12,stETH,11.924243593364478
100,17820966,20230802,0xd59fff8b26f5f97685c9a30cb212b622077b6d5cbf9b344d6a9f7ac5f2a2e3a6,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,21,stETH,21.377860608402855
101,17820987,20230802,0xbb488d99406bf17feac13d5abdcd0d637430d46f15d06c433d54982f3fccebd1,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,5,stETH,4.531334422839079
102,17821006,20230802,0x0456d48d02f7e43a3e2094c4c719adfb9b20103a7a157d64b4a944865c45ad91,0x99a58482bd75cbab83b27ec03ca68ff489b5788f,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,1,stETH,1.0
103,17821047,20230802,0x198004913b273c43e9a3b2cb9bdaca4163579fdba3e65e46165facefd866002b,0x23ebcd701fd92867235aeb0174b7c444b9b2b3ad,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,10,stETH,10.003602
104,17821054,20230802,0xa903d6f6acc9e29fe74c704bfdb97e50e8c7b1dd276f3ace6ae83838ed4828fa,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,10,stETH,9.868544603190642
105,17821084,20230802,0xcef451d9f86427c08eda2325ac408530b7086d7eff6fada3e3121d486d102d9b,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,55,stETH,54.84749284779396
106,17821095,20230802,0xf9f63913a6a8c298bee93b2200a169568a733fae2ad6eeeb58067f82c73abb8d,0xfd0000000100069ad1670066004306009b487ad7,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,5,stETH,4.9664230469143815
107,17821126,20230802,0xd25e18f9a40d8b7c29a9799fba8a4028524add622a5b039f1339b96924890659,0xac6a9e9ca65d4bcbea3e59c4c40128052bcc8882,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,6,stETH,5.9142081746210655
108,17821126,20230802,0xd25e18f9a40d8b7c29a9799fba8a4028524add622a5b039f1339b96924890659,0xac6a9e9ca65d4bcbea3e59c4c40128052bcc8882,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,7,stETH,7.061948780437832
109,17821291,20230802,0x7b62b5c14a0b434638a3145ee6617e086407495d2620088b051f1abe52e993dc,0xfd0000000100069ad1670066004306009b487ad7,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,7,stETH,6.5156656320101805
110,17821303,20230802,0x5b021cfa5f313931607e1ac0a6a337d27c9eedcefad39bbf687b1b3418cc27dc,0xfd0000000100069ad1670066004306009b487ad7,0xdc24316b9ae028f1497c275eb9192a3ea0f67022,4,stETH,3.5415425815774815
