date_yyyymmdd,token,vs_currency,close_price
20231211,STETH,eth,0.9992685562121251
20231210,STETH,eth,0.9993283595040708
20231209,STETH,eth,0.9984940785542811
20231208,STETH,eth,0.9990549261856365
20231207,STETH,eth,1.00062805431308
20231206,STETH,eth,0.9975284611229671
20231205,STETH,eth,0.9985064229914328
20231204,STETH,eth,0.9992521189610029
20231203,STETH,eth,0.9994308378924696
20231202,STETH,eth,0.9995148945826479
20231201,STETH,eth,0.9982022248696596
20231130,STETH,eth,0.9998890396562081
20231129,STETH,eth,0.9997883617581342
20231128,STETH,eth,0.9982811612114555
20231127,STETH,eth,1.0001615036316998
20231126,STETH,eth,0.998656827509771
20231125,STETH,eth,0.9987013462319559
20231124,STETH,eth,0.9993530492056987
20231123,STETH,eth,0.9996873248217946
20231122,STETH,eth,0.9997674444953023
20231121,STETH,eth,0.9999839565492064
20231120,STETH,eth,0.9969719220838617
20231119,STETH,eth,0.9993315397774338
20231118,STETH,eth,0.9988212502889896
20231117,STETH,eth,0.9985586084706878
20231116,STETH,eth,0.9976023935545599
20231115,STETH,eth,0.9991184901989105
20231114,STETH,eth,1.0015554589874727
20231113,STETH,eth,1.0004711154310533
20231112,STETH,eth,0.9994517437813908
20231111,STETH,eth,0.998750267033242
20231110,STETH,eth,0.9993936896444424
20231109,STETH,eth,0.9986663078247842
20231108,STETH,eth,0.9990434813975443
20231107,STETH,eth,0.9992092576755729
20231106,STETH,eth,0.9990844394902013
20231105,STETH,eth,1.0009333775855347
20231104,STETH,eth,0.999842871731408
20231103,STETH,eth,0.9994808582715398
20231102,STETH,eth,0.9980138182950846
20231101,STETH,eth,0.998423229441636
20231031,STETH,eth,0.9989286154310539
20231030,STETH,eth,0.9986154640857281
20231029,STETH,eth,0.9992170726306198
20231028,STETH,eth,1.0000533635249556
20231027,STETH,eth,0.9998650023870804
20231026,STETH,eth,0.9990985940750475
20231025,STETH,eth,0.9987769154781048
20231024,STETH,eth,1.0004203909849472
20231023,STETH,eth,0.998161216186656
20231022,STETH,eth,0.99837584443785
20231021,STETH,eth,1.0001974467139843
20231020,STETH,eth,0.9988069412131708
20231019,STETH,eth,0.9999486277751073
20231018,STETH,eth,0.9989951418432598
20231017,STETH,eth,0.9997742053528439
20231016,STETH,eth,0.999701875538013
20231015,STETH,eth,1.0002058101758442
20231014,STETH,eth,0.9988029844461681
20231013,STETH,eth,0.9991917868449273
20231012,STETH,eth,1.0005311198519882
20231011,STETH,eth,1.0001050893615568
20231010,STETH,eth,0.9988965439980996
20231009,STETH,eth,0.9991207086556437
20231008,STETH,eth,0.9996893043629774
20231007,STETH,eth,0.9996549751333422
20231006,STETH,eth,1.0000576176478766
20231005,STETH,eth,1.0003858836519297
20231004,STETH,eth,0.9989657266115172
20231003,STETH,eth,0.9998604769781265
20231002,STETH,eth,1.001275134078092
20231001,STETH,eth,0.9991600208035464
20230930,STETH,eth,0.9998654640533224
20230929,STETH,eth,0.9996062965057455
20230928,STETH,eth,0.9999248138899759
20230927,STETH,eth,0.9998892629814592
20230926,STETH,eth,0.9989618676994743
20230925,STETH,eth,0.9987595613450359
20230924,STETH,eth,0.9991215733055389
20230923,STETH,eth,0.9997832737676762
20230922,STETH,eth,1.0004146975022465
20230921,STETH,eth,0.9997996648925405
20230920,STETH,eth,1.0002077590783283
20230919,STETH,eth,1.0001739807517347
20230918,STETH,eth,0.9988350288110274
20230917,STETH,eth,1.0002638882706467
20230916,STETH,eth,1.000283335656126
20230915,STETH,eth,1.000686607194293
20230914,STETH,eth,0.9998421242785674
20230913,STETH,eth,0.9993923685280405
20230912,STETH,eth,0.9988307830434062
20230911,STETH,eth,1.0001698158164307
20230910,STETH,eth,0.9998233401568636
20230909,STETH,eth,0.9990686429757916
20230908,STETH,eth,0.9986258246154971
20230907,STETH,eth,0.9983117519368637
20230906,STETH,eth,0.9986538114733791
20230905,STETH,eth,0.9987372808055377
20230904,STETH,eth,1.000068390475993
20230903,STETH,eth,0.999400282696634
20230902,STETH,eth,0.9993340395359701
20230901,STETH,eth,0.9994210087292362
20230831,STETH,eth,0.999293584805565
20230830,STETH,eth,0.9987949711558939
20230829,STETH,eth,0.9983514740930325
20230828,STETH,eth,0.9990330339702341
20230827,STETH,eth,0.9990588749089222
20230826,STETH,eth,0.9996687556247963
20230825,STETH,eth,0.9985482242522815
20230824,STETH,eth,1.0002576694766963
20230823,STETH,eth,0.9976376607405353
20230822,STETH,eth,1.0003515649723953
20230821,STETH,eth,1.0003984282850047
20230820,STETH,eth,0.9998198312293701
20230819,STETH,eth,0.9995694773037025
20230818,STETH,eth,1.001583051316037
20230817,STETH,eth,0.9991806169231836
20230816,STETH,eth,0.9997347301162149
20230815,STETH,eth,0.9994768931347546
20230814,STETH,eth,0.9991943804493038
20230813,STETH,eth,0.999041968519776
20230812,STETH,eth,0.9992603416085812
20230811,STETH,eth,0.9992229440426372
20230810,STETH,eth,0.9997051994622651
20230809,STETH,eth,0.9999168952457501
20230808,STETH,eth,0.9968781829942052
20230807,STETH,eth,0.9997594222911348
20230806,STETH,eth,0.9999565861668888
20230805,STETH,eth,0.9994401126787953
20230804,STETH,eth,0.9991916807261864
20230803,STETH,eth,0.9989081661436269
20230802,STETH,eth,1.000884976583453
20230801,STETH,eth,1.0001258212925592
